0.9883698876510936	raja shehadeh is a lawyer and the author of the forthcoming where the line is drawn a tale of crossings friendships and fifty years of occupation in israelpalestine this essay was adapted from the forthcoming anthology kingdom of olives and ash writers confront the occupation
0.8786440502052348	the raison dtre of the palestinian authority today is not to liberate palestine it is to keep palestinians silent and quash dissent while israel steals land demolishes palestinian homes and builds and expands settlements instead of becoming a sovereign state the palestinian authority has become a protopolice state a virtual dictatorship endorsed and funded by the international community
0.8623526128969461	by dismantling the palestinian authority and reforming the plo the real will of palestinians will be heard whether the endgame is two states or one state it is up to this generation of palestinians to decide
0.8585440334594793	to remove this noose that has been choking palestinians the authority must be replaced with the sort of communitybased decision making that predated the bodys establishment and we must reform our main political body the palestine liberation organization which mr
0.8394813007698414	a security crackdown in saudi arabia before mr trumps visit as well as the bahraini regimes deadly attack on a sitin immediately afterward suggest that the regions despots feel that theyve been given carte blanche to stamp out peaceful dissent
0.8383060482777064	palestinian prisoners and detainees have suffered from torture inhumane and degrading treatment and medical negligence some have been killed while in detention according to the latest count from the palestinian prisoners club about palestinian prisoners have died since because of such actions palestinian prisoners and their families also remain a primary target of israels policy of imposing collective punishments
0.8100952945533216	i was only when i was first imprisoned i was barely when an israeli interrogator forced me to spread my legs while i stood naked in the interrogation room before hitting my genitals i passed out from the pain and the resulting fall left an everlasting scar on my forehead the interrogator mocked me afterward saying that i would never procreate because people like me give birth only to terrorists and murderers
0.797844117394729	a few years later i was again in an israeli prison leading a hunger strike when my first son was born instead of the sweets we usually distribute to celebrate such news i handed out salt to the other prisoners when he was barely he in turn was arrested and spent four years in israeli prisons
0.7946059041856477	the closer we got to the checkpoint the more anxious i felt fretting in turn makes me look guilty as though i were smuggling a bomb or going on a violent mission hani could see how tense i was but he was too polite to tell me to take it easy instead he tried to distract me by telling me one story after another he was a good raconteur still most of the stories he told me were about checkpoints a palestinian vein of narrative that is almost inescapable
0.7843406886980469	after living for half a century under occupation i can no longer endure the anxiety of what might appear on the road whether it is angry drivers bottlenecked at the hundreds of barriers scattered through the west bank or the pathetic boys who throw themselves at your car pretending to clean the windshield asking for money the plight of these boys invariably makes me hate myself forcing me to confront the extent to which my society has failed
0.7787536840539104	established in under the oslo accords the palestinian authority was intended to be a temporary body that would become a fully functioning government once statehood was granted which was promised for the authoritys jurisdiction has therefore always been limited it is in charge of a mere percent of the west bank divided into eight areas compared with israels overall control of the occupied west bank and the gaza strip the palestinian authoritys powers are paltry
0.7622598632988736	israel the occupying power has violated international law in multiple ways for nearly years and yet has been granted impunity for its actions it has committed grave breaches of the geneva conventions against the palestinian people the prisoners including men women and children are no exception
0.7528844286478396	this new strategy may mean calling for equal rights within a single state an infinitely more just and attainable outcome than the americanbacked process that pretended peace could come without addressing the rights of palestinian refugees and the palestinian citizens of israel already more than onethird of palestinians in the occupied territories support a singlestate solution without any major political party advocating this policy
0.7443063310124176	israel has established a dual legal regime a form of judicial apartheid that provides virtual impunity for israelis who commit crimes against palestinians while criminalizing palestinian presence and resistance israels courts are a charade of justice clearly instruments of colonial military occupation according to the state department the conviction rate for palestinians in the military courts is nearly percent
0.7435851858546847	while saudi arabia spends countless millions promoting fear of iran to distract from its global export of wahhabism which inspires the extremist ideology of al qaeda the socalled islamic state and many other terrorist groups wreaking havoc from karachi to manchester iran has been aiding the victims of extremism in iraq and syria by helping to prevent the islamic state from seizing baghdad and damascus iran is actively promoting a political solution to the conflicts in both countries
0.7429494953444686	under his presidency the palestinian parliament has become moribund and irrelevant many palestinians have never voted in presidential or parliamentary elections because mr abbas has failed to hold them even though they are called for in the basic law governing the palestinian authority the latest opinion polls show that his popularity is at its lowest ever with twothirds of palestinians so discontent that they want him to resign
0.7306513394993969	ramallah west bank president trumps meeting this week with the president of the palestinian authority mahmoud abbas was pitched as an effort by the author of the art of the deal to restart the united statessponsored peace process long stalled but as next months th anniversary of the israeli occupation approaches this much is certain the process is worse than stalled
0.7273695095405458	i looked at hani the sheen of perspiration was now visible on his brow too how had it come to this what was the point of traveling all the way to london to tell others about injustice when i was so enmeshed in the logic of occupation that the possibility that i might be stopped at a checkpoint sent me into such panic was this what we had been reduced to
0.7250491793180284	an equally high number no longer believe that negotiations will secure their freedom the palestinian authority institutionalizes dependency on international donors which tie the authoritys hands with political conditions as a result even using the international criminal court to hold israel accountable for its illegal settlementbuilding has to be weighed against the likely financial repercussions of such a simple act
0.7221609761322156	israel has tried to brand us all as terrorists to legitimize its violations including mass arbitrary arrests torture punitive measures and severe restrictions as part of israels effort to undermine the palestinian struggle for freedom an israeli court sentenced me to five life sentences and years in prison in a political show trial that was denounced by international observers
0.7177346094374172	many now question whether the palestinian authority plays any positive role or is simply a tool of control for israel and the international community the inescapable logic is that its time for the authority to go
0.7057457714831713	israel has built nearly all of its prisons inside israel rather than in the occupied territory in doing so it has unlawfully and forcibly transferred palestinian civilians into captivity and has used this situation to restrict family visits and to inflict suffering on prisoners through long transports under cruel conditions
0.7023581976097202	instead though israels prisons have become the cradle of a lasting movement for palestinian selfdetermination this new hunger strike will demonstrate once more that the prisoners movement is the compass that guides our struggle the struggle for freedom and dignity the name we have chosen for this new step in our long walk to freedom
